img_path,label,spe_label
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_101.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_111.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_11.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_121.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_131.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_141.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_151.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_161.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_171.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_181.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_191.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_1.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_201.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_211.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_21.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_221.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_231.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_241.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_251.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_261.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_271.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_281.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_291.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_31.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_41.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_51.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_61.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_71.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_81.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_017_803_91.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_101.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_111.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_11.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_121.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_131.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_141.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_151.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_161.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_171.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_181.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_191.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_1.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_201.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_211.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_21.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_221.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_231.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_241.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_251.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_261.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_271.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_281.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_291.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_31.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_41.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_51.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_61.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_71.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_81.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_024_073_91.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_101.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_111.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_11.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_121.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_131.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_141.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_151.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_161.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_171.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_181.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_191.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_1.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_201.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_211.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_21.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_221.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_231.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_241.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_251.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_261.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_271.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_281.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_291.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_31.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_41.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_51.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_61.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_71.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_81.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_032_944_91.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_101.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_111.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_11.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_121.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_131.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_141.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_151.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_161.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_171.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_181.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_191.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_1.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_201.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_211.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_21.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_221.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_231.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_241.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_251.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_261.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_271.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_281.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_291.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_31.png,1,1
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_Deepfakes_051_332_41.png,1,1
