img_path,label
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_101.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_111.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_11.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_121.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_131.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_141.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_151.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_161.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_171.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_181.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_191.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_1.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_201.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_211.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_21.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_221.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_231.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_241.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_251.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_261.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_271.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_281.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_291.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_31.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_41.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_51.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_61.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_71.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_81.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4019_91.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_101.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_111.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_11.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_121.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_131.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_141.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_151.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_161.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_171.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_181.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_191.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_1.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_201.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_211.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_21.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_221.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_231.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_241.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_251.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_261.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_271.png,0
/home/user/HeXiNan/fairness_gen/dfdc/crop_img/0_4020_281.png,0
