img_path,label
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_111.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_11.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_121.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_131.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_141.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_151.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_161.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_171.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_181.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_191.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_1.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_201.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_211.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_21.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_221.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_231.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_241.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_251.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_261.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_271.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_281.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_291.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_31.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_41.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_51.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_61.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_71.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_81.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_001_91.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_101.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_111.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_11.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_121.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_131.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_141.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_151.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_161.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_171.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_181.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_191.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_1.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_201.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_211.png,0
/home/user/HeXiNan/fairness_gen/ff++/crop_img/0_youtube_002_21.png,0
